Year,Month,YearMonth,Date,Port1,Port2,Route,$Value,$Real,,,,,,,,
2013,6,201306,01-Jun-13,Launceston,Sydney,Launceston - Sydney,128,175.1906615,,,,,,,,
2013,6,201306,01-Jun-13,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,139.9,191.4779183,,,,,,,,
2013,6,201306,01-Jun-13,Sunshine Coast,Sydney,Sunshine Coast - Sydney,128,175.1906615,,,,,,,,
2013,6,201306,01-Jun-13,Melbourne,Gold Coast,Melbourne - Gold Coast,179.9,246.225,,,,,,,,
2013,6,201306,01-Jun-13,Melbourne,Mildura,Melbourne - Mildura,198,270.9980545,,,,,,,,
2013,6,201306,01-Jun-13,Melbourne,Perth,Melbourne - Perth,299.9,410.4662451,,,,,,,,
2013,6,201306,01-Jun-13,Melbourne,Sydney,Melbourne - Sydney,109.9,150.417607,,,,,,,,
2013,6,201306,01-Jun-13,Melbourne,Newcastle,Melbourne - Newcastle,118,161.5038911,,,,,,,,
2013,6,201306,01-Jun-13,Paraburdoo,Perth,Paraburdoo - Perth,722,988.1848249,,,,,,,,
2013,6,201306,01-Jun-13,Perth,Newman,Perth - Newman,618,845.8424125,,,,,,,,
2013,6,201306,01-Jun-13,Perth,Port Hedland,Perth - Port Hedland,600,821.2062257,,,,,,,,
2013,6,201306,01-Jun-13,Perth,Sydney,Perth - Sydney,448,613.1673152,,,,,,,,
2013,6,201306,01-Jun-13,Port Macquarie,Sydney,Port Macquarie - Sydney,210,287.422179,,,,,,,,
2013,6,201306,01-Jun-13,Sydney,Tamworth,Sydney - Tamworth,250,342.1692607,,,,,,,,
2013,6,201306,01-Jun-13,Sydney,Townsville,Sydney - Townsville,354,484.5116732,,,,,,,,
2013,6,201306,01-Jun-13,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,312.222607,,,,,,,,
2013,6,201306,01-Jun-13,Newcastle,Gold Coast,Newcastle - Gold Coast,118,161.5038911,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Brisbane,Adelaide - Brisbane,258,349.0442308,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Canberra,Adelaide - Canberra,304,411.2769231,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Darwin,Adelaide - Darwin,618,836.0826923,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Gold Coast,Adelaide - Gold Coast,264,357.1615385,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Melbourne,Adelaide - Melbourne,104.9,141.9175962,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Perth,Adelaide - Perth,248,335.5153846,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Port Lincoln,Adelaide - Port Lincoln,217.69,294.5094519,,,,,,,,
2013,7,201307,01-Jul-13,Adelaide,Sydney,Adelaide - Sydney,178,240.8134615,,,,,,,,
2013,7,201307,01-Jul-13,Albury,Sydney,Albury - Sydney,174,235.4019231,,,,,,,,
2013,7,201307,01-Jul-13,Alice Springs,Darwin,Alice Springs - Darwin,582,787.3788462,,,,,,,,
2013,7,201307,01-Jul-13,Armidale,Sydney,Armidale - Sydney,300,405.8653846,,,,,,,,
2013,7,201307,01-Jul-13,Avalon,Brisbane,Avalon - Brisbane,248,335.5153846,,,,,,,,
2013,7,201307,01-Jul-13,Avalon,Sydney,Avalon - Sydney,178,240.8134615,,,,,,,,
2013,7,201307,01-Jul-13,Ayers Rock,Sydney,Ayers Rock - Sydney,748,1011.957692,,,,,,,,
2013,7,201307,01-Jul-13,Ballina,Sydney,Ballina - Sydney,98,132.5826923,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Cairns,Brisbane - Cairns,188,254.3423077,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Canberra,Brisbane - Canberra,230,311.1634615,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Darwin,Brisbane - Darwin,474,641.2673077,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Emerald,Brisbane - Emerald,224,303.0461538,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Gladstone,Brisbane - Gladstone,160,216.4615385,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Hamilton Island,Brisbane - Hamilton Island,178,240.8134615,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Mackay,Brisbane - Mackay,114,154.2288462,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Melbourne,Brisbane - Melbourne,149.9,202.7974038,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Moranbah,Brisbane - Moranbah,299,404.5125,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Mount Isa,Brisbane - Mount Isa,578,781.9673077,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Perth,Brisbane - Perth,524,708.9115385,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Proserpine,Brisbane - Proserpine,118,159.6403846,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Rockhampton,Brisbane - Rockhampton,154,208.3442308,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Roma,Brisbane - Roma,395,534.3894231,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Sydney,Brisbane - Sydney,114.9,155.4464423,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Townsville,Brisbane - Townsville,283,382.8663462,,,,,,,,
2013,7,201307,01-Jul-13,Brisbane,Newcastle,Brisbane - Newcastle,108,146.1115385,,,,,,,,
2013,7,201307,01-Jul-13,Broome,Perth,Broome - Perth,572,773.85,,,,,,,,
2013,7,201307,01-Jul-13,Bundaberg,Brisbane,Bundaberg - Brisbane,251,339.5740385,,,,,,,,
2013,7,201307,01-Jul-13,Cairns,Gold Coast,Cairns - Gold Coast,208,281.4,,,,,,,,
2013,7,201307,01-Jul-13,Cairns,Melbourne,Cairns - Melbourne,269.9,365.1435577,,,,,,,,
2013,7,201307,01-Jul-13,Cairns,Sydney,Cairns - Sydney,199.9,270.4416346,,,,,,,,
2013,7,201307,01-Jul-13,Cairns,Townsville,Cairns - Townsville,178,240.8134615,,,,,,,,
2013,7,201307,01-Jul-13,Canberra,Melbourne,Canberra - Melbourne,198,267.8711538,,,,,,,,
2013,7,201307,01-Jul-13,Canberra,Sydney,Canberra - Sydney,158,213.7557692,,,,,,,,
2013,7,201307,01-Jul-13,Coffs Harbour,Sydney,Coffs Harbour - Sydney,84.9,114.8599038,,,,,,,,
2013,7,201307,01-Jul-13,Darwin,Melbourne,Darwin - Melbourne,518,700.7942308,,,,,,,,
2013,7,201307,01-Jul-13,Darwin,Perth,Darwin - Perth,558,754.9096154,,,,,,,,
2013,7,201307,01-Jul-13,Darwin,Sydney,Darwin - Sydney,448,606.0923077,,,,,,,,
2013,7,201307,01-Jul-13,Devonport,Melbourne,Devonport - Melbourne,320,432.9230769,,,,,,,,
2013,7,201307,01-Jul-13,Dubbo,Sydney,Dubbo - Sydney,273.59,370.1357019,,,,,,,,
2013,7,201307,01-Jul-13,Geraldton,Perth,Geraldton - Perth,310,419.3942308,,,,,,,,
2013,7,201307,01-Jul-13,Gold Coast,Sydney,Gold Coast - Sydney,98,132.5826923,,,,,,,,
2013,7,201307,01-Jul-13,Hamilton Island,Sydney,Hamilton Island - Sydney,278,376.1019231,,,,,,,,
2013,7,201307,01-Jul-13,Hobart,Melbourne,Hobart - Melbourne,78,105.525,,,,,,,,
2013,7,201307,01-Jul-13,Hobart,Sydney,Hobart - Sydney,138,186.6980769,,,,,,,,
2013,7,201307,01-Jul-13,Kalgoorlie,Perth,Kalgoorlie - Perth,318,430.2173077,,,,,,,,
2013,7,201307,01-Jul-13,Karratha,Perth,Karratha - Perth,534,722.4403846,,,,,,,,
2013,7,201307,01-Jul-13,Launceston,Melbourne,Launceston - Melbourne,114,154.2288462,,,,,,,,
2013,7,201307,01-Jul-13,Launceston,Sydney,Launceston - Sydney,128,173.1692308,,,,,,,,
2013,7,201307,01-Jul-13,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,169.9,229.8550962,,,,,,,,
2013,7,201307,01-Jul-13,Sunshine Coast,Sydney,Sunshine Coast - Sydney,134,181.2865385,,,,,,,,
2013,7,201307,01-Jul-13,Melbourne,Gold Coast,Melbourne - Gold Coast,214.9,290.7349038,,,,,,,,
2013,7,201307,01-Jul-13,Melbourne,Mildura,Melbourne - Mildura,205,277.3413462,,,,,,,,
2013,7,201307,01-Jul-13,Melbourne,Perth,Melbourne - Perth,284.9,385.4368269,,,,,,,,
2013,7,201307,01-Jul-13,Melbourne,Sydney,Melbourne - Sydney,214.9,290.7349038,,,,,,,,
2013,7,201307,01-Jul-13,Melbourne,Newcastle,Melbourne - Newcastle,174,235.4019231,,,,,,,,
2013,7,201307,01-Jul-13,Paraburdoo,Perth,Paraburdoo - Perth,566,765.7326923,,,,,,,,
2013,7,201307,01-Jul-13,Perth,Newman,Perth - Newman,524,708.9115385,,,,,,,,
2013,7,201307,01-Jul-13,Perth,Port Hedland,Perth - Port Hedland,494,668.325,,,,,,,,
2013,7,201307,01-Jul-13,Perth,Sydney,Perth - Sydney,434,587.1519231,,,,,,,,
2013,7,201307,01-Jul-13,Port Macquarie,Sydney,Port Macquarie - Sydney,194,262.4596154,,,,,,,,
2013,7,201307,01-Jul-13,Sydney,Tamworth,Sydney - Tamworth,253,342.2798077,,,,,,,,
2013,7,201307,01-Jul-13,Sydney,Townsville,Sydney - Townsville,354,478.9211538,,,,,,,,
2013,7,201307,01-Jul-13,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,308.6200385,,,,,,,,
2013,7,201307,01-Jul-13,Newcastle,Gold Coast,Newcastle - Gold Coast,158,213.7557692,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Brisbane,Adelaide - Brisbane,238,321.9865385,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Canberra,Adelaide - Canberra,364,492.45,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Darwin,Adelaide - Darwin,328,443.7461538,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Gold Coast,Adelaide - Gold Coast,288,389.6307692,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Melbourne,Adelaide - Melbourne,99.9,135.1531731,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Perth,Adelaide - Perth,308,416.6884615,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Port Lincoln,Adelaide - Port Lincoln,217.69,294.5094519,,,,,,,,
2013,8,201308,01-Aug-13,Adelaide,Sydney,Adelaide - Sydney,178,240.8134615,,,,,,,,
2013,8,201308,01-Aug-13,Albury,Sydney,Albury - Sydney,190,257.0480769,,,,,,,,
2013,8,201308,01-Aug-13,Alice Springs,Darwin,Alice Springs - Darwin,622,841.4942308,,,,,,,,
2013,8,201308,01-Aug-13,Armidale,Sydney,Armidale - Sydney,357,482.9798077,,,,,,,,
2013,8,201308,01-Aug-13,Avalon,Brisbane,Avalon - Brisbane,198,267.8711538,,,,,,,,
2013,8,201308,01-Aug-13,Avalon,Sydney,Avalon - Sydney,78,105.525,,,,,,,,
2013,8,201308,01-Aug-13,Ayers Rock,Sydney,Ayers Rock - Sydney,478,646.6788462,,,,,,,,
2013,8,201308,01-Aug-13,Ballina,Sydney,Ballina - Sydney,128,173.1692308,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Cairns,Brisbane - Cairns,208,281.4,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Canberra,Brisbane - Canberra,304,411.2769231,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Darwin,Brisbane - Darwin,428,579.0346154,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Emerald,Brisbane - Emerald,200,270.5769231,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Gladstone,Brisbane - Gladstone,184,248.9307692,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Hamilton Island,Brisbane - Hamilton Island,244,330.1038462,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Mackay,Brisbane - Mackay,158,213.7557692,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Melbourne,Brisbane - Melbourne,144.9,196.0329808,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Moranbah,Brisbane - Moranbah,319,431.5701923,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Mount Isa,Brisbane - Mount Isa,638,863.1403846,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Perth,Brisbane - Perth,468,633.15,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Proserpine,Brisbane - Proserpine,210.01,284.1192981,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Rockhampton,Brisbane - Rockhampton,170,229.9903846,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Roma,Brisbane - Roma,305,412.6298077,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Sydney,Brisbane - Sydney,119.9,162.2108654,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Townsville,Brisbane - Townsville,278,376.1019231,,,,,,,,
2013,8,201308,01-Aug-13,Brisbane,Newcastle,Brisbane - Newcastle,138,186.6980769,,,,,,,,
2013,8,201308,01-Aug-13,Broome,Perth,Broome - Perth,498,673.7365385,,,,,,,,
2013,8,201308,01-Aug-13,Bundaberg,Brisbane,Bundaberg - Brisbane,268,362.5730769,,,,,,,,
2013,8,201308,01-Aug-13,Cairns,Gold Coast,Cairns - Gold Coast,198,267.8711538,,,,,,,,
2013,8,201308,01-Aug-13,Cairns,Melbourne,Cairns - Melbourne,269.9,365.1435577,,,,,,,,
2013,8,201308,01-Aug-13,Cairns,Sydney,Cairns - Sydney,199.9,270.4416346,,,,,,,,
2013,8,201308,01-Aug-13,Cairns,Townsville,Cairns - Townsville,178,240.8134615,,,,,,,,
2013,8,201308,01-Aug-13,Canberra,Melbourne,Canberra - Melbourne,258,349.0442308,,,,,,,,
2013,8,201308,01-Aug-13,Canberra,Sydney,Canberra - Sydney,210.01,284.1192981,,,,,,,,
2013,8,201308,01-Aug-13,Coffs Harbour,Sydney,Coffs Harbour - Sydney,79.9,108.0954808,,,,,,,,
2013,8,201308,01-Aug-13,Darwin,Melbourne,Darwin - Melbourne,518,700.7942308,,,,,,,,
2013,8,201308,01-Aug-13,Darwin,Perth,Darwin - Perth,538,727.8519231,,,,,,,,
2013,8,201308,01-Aug-13,Darwin,Sydney,Darwin - Sydney,378,511.3903846,,,,,,,,
2013,8,201308,01-Aug-13,Devonport,Melbourne,Devonport - Melbourne,320,432.9230769,,,,,,,,
2013,8,201308,01-Aug-13,Dubbo,Sydney,Dubbo - Sydney,273.59,370.1357019,,,,,,,,
2013,8,201308,01-Aug-13,Geraldton,Perth,Geraldton - Perth,290,392.3365385,,,,,,,,
2013,8,201308,01-Aug-13,Gold Coast,Sydney,Gold Coast - Sydney,79.9,108.0954808,,,,,,,,
2013,8,201308,01-Aug-13,Hamilton Island,Sydney,Hamilton Island - Sydney,358,484.3326923,,,,,,,,
2013,8,201308,01-Aug-13,Hobart,Melbourne,Hobart - Melbourne,79.9,108.0954808,,,,,,,,
2013,8,201308,01-Aug-13,Hobart,Sydney,Hobart - Sydney,178,240.8134615,,,,,,,,
2013,8,201308,01-Aug-13,Kalgoorlie,Perth,Kalgoorlie - Perth,424,573.6230769,,,,,,,,
2013,8,201308,01-Aug-13,Karratha,Perth,Karratha - Perth,530,717.0288462,,,,,,,,
2013,8,201308,01-Aug-13,Launceston,Melbourne,Launceston - Melbourne,108,146.1115385,,,,,,,,
2013,8,201308,01-Aug-13,Launceston,Sydney,Launceston - Sydney,118,159.6403846,,,,,,,,
2013,8,201308,01-Aug-13,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,219.9,297.4993269,,,,,,,,
2013,8,201308,01-Aug-13,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,240.8134615,,,,,,,,
2013,8,201308,01-Aug-13,Melbourne,Gold Coast,Melbourne - Gold Coast,129.9,175.7397115,,,,,,,,
2013,8,201308,01-Aug-13,Melbourne,Mildura,Melbourne - Mildura,198,267.8711538,,,,,,,,
2013,8,201308,01-Aug-13,Melbourne,Perth,Melbourne - Perth,304.9,412.4945192,,,,,,,,
2013,8,201308,01-Aug-13,Melbourne,Sydney,Melbourne - Sydney,119.9,162.2108654,,,,,,,,
2013,8,201308,01-Aug-13,Melbourne,Newcastle,Melbourne - Newcastle,168,227.2846154,,,,,,,,
2013,8,201308,01-Aug-13,Paraburdoo,Perth,Paraburdoo - Perth,614,830.6711538,,,,,,,,
2013,8,201308,01-Aug-13,Perth,Newman,Perth - Newman,572,773.85,,,,,,,,
2013,8,201308,01-Aug-13,Perth,Port Hedland,Perth - Port Hedland,572,773.85,,,,,,,,
2013,8,201308,01-Aug-13,Perth,Sydney,Perth - Sydney,398,538.4480769,,,,,,,,
2013,8,201308,01-Aug-13,Port Macquarie,Sydney,Port Macquarie - Sydney,210,284.1057692,,,,,,,,
2013,8,201308,01-Aug-13,Sydney,Tamworth,Sydney - Tamworth,253,342.2798077,,,,,,,,
2013,8,201308,01-Aug-13,Sydney,Townsville,Sydney - Townsville,270,365.2788462,,,,,,,,
2013,8,201308,01-Aug-13,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,308.6200385,,,,,,,,
2013,8,201308,01-Aug-13,Newcastle,Gold Coast,Newcastle - Gold Coast,138,186.6980769,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Brisbane,Adelaide - Brisbane,365,493.8028846,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Canberra,Adelaide - Canberra,488,660.2076923,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Darwin,Adelaide - Darwin,658,890.1980769,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Gold Coast,Adelaide - Gold Coast,568,768.4384615,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Melbourne,Adelaide - Melbourne,164.9,223.0906731,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Perth,Adelaide - Perth,408,551.9769231,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Port Lincoln,Adelaide - Port Lincoln,219.89,297.4857981,,,,,,,,
2013,9,201309,01-Sep-13,Adelaide,Sydney,Adelaide - Sydney,198,267.8711538,,,,,,,,
2013,9,201309,01-Sep-13,Albury,Sydney,Albury - Sydney,229.59,310.6087788,,,,,,,,
2013,9,201309,01-Sep-13,Alice Springs,Darwin,Alice Springs - Darwin,677,915.9028846,,,,,,,,
2013,9,201309,01-Sep-13,Armidale,Sydney,Armidale - Sydney,366,495.1557692,,,,,,,,
2013,9,201309,01-Sep-13,Avalon,Brisbane,Avalon - Brisbane,208,281.4,,,,,,,,
2013,9,201309,01-Sep-13,Avalon,Sydney,Avalon - Sydney,138,186.6980769,,,,,,,,
2013,9,201309,01-Sep-13,Ayers Rock,Sydney,Ayers Rock - Sydney,689,932.1375,,,,,,,,
2013,9,201309,01-Sep-13,Ballina,Sydney,Ballina - Sydney,118,159.6403846,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Cairns,Brisbane - Cairns,238,321.9865385,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Canberra,Brisbane - Canberra,344,465.3923077,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Darwin,Brisbane - Darwin,478,646.6788462,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Emerald,Brisbane - Emerald,200,270.5769231,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Gladstone,Brisbane - Gladstone,200,270.5769231,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Hamilton Island,Brisbane - Hamilton Island,482,652.0903846,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Mackay,Brisbane - Mackay,160,216.4615385,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Melbourne,Brisbane - Melbourne,219.9,297.4993269,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Moranbah,Brisbane - Moranbah,330,446.4519231,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Mount Isa,Brisbane - Mount Isa,712,963.2538462,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Perth,Brisbane - Perth,478,646.6788462,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Proserpine,Brisbane - Proserpine,208,281.4,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Rockhampton,Brisbane - Rockhampton,202,273.2826923,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Roma,Brisbane - Roma,305,412.6298077,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Sydney,Brisbane - Sydney,139.9,189.2685577,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Townsville,Brisbane - Townsville,288,389.6307692,,,,,,,,
2013,9,201309,01-Sep-13,Brisbane,Newcastle,Brisbane - Newcastle,118,159.6403846,,,,,,,,
2013,9,201309,01-Sep-13,Broome,Perth,Broome - Perth,548,741.3807692,,,,,,,,
2013,9,201309,01-Sep-13,Bundaberg,Brisbane,Bundaberg - Brisbane,316,427.5115385,,,,,,,,
2013,9,201309,01-Sep-13,Cairns,Gold Coast,Cairns - Gold Coast,218,294.9288462,,,,,,,,
2013,9,201309,01-Sep-13,Cairns,Melbourne,Cairns - Melbourne,449.9,608.6627885,,,,,,,,
2013,9,201309,01-Sep-13,Cairns,Sydney,Cairns - Sydney,269.9,365.1435577,,,,,,,,
2013,9,201309,01-Sep-13,Cairns,Townsville,Cairns - Townsville,200,270.5769231,,,,,,,,
2013,9,201309,01-Sep-13,Canberra,Melbourne,Canberra - Melbourne,332,449.1576923,,,,,,,,
2013,9,201309,01-Sep-13,Canberra,Sydney,Canberra - Sydney,258,349.0442308,,,,,,,,
2013,9,201309,01-Sep-13,Coffs Harbour,Sydney,Coffs Harbour - Sydney,99.9,135.1531731,,,,,,,,
2013,9,201309,01-Sep-13,Darwin,Melbourne,Darwin - Melbourne,678,917.2557692,,,,,,,,
2013,9,201309,01-Sep-13,Darwin,Perth,Darwin - Perth,524,708.9115385,,,,,,,,
2013,9,201309,01-Sep-13,Darwin,Sydney,Darwin - Sydney,608,822.5538462,,,,,,,,
2013,9,201309,01-Sep-13,Devonport,Melbourne,Devonport - Melbourne,429,580.3875,,,,,,,,
2013,9,201309,01-Sep-13,Dubbo,Sydney,Dubbo - Sydney,282.39,382.0410865,,,,,,,,
2013,9,201309,01-Sep-13,Geraldton,Perth,Geraldton - Perth,324,438.3346154,,,,,,,,
2013,9,201309,01-Sep-13,Gold Coast,Sydney,Gold Coast - Sydney,109.9,148.6820192,,,,,,,,
2013,9,201309,01-Sep-13,Hamilton Island,Sydney,Hamilton Island - Sydney,448,606.0923077,,,,,,,,
2013,9,201309,01-Sep-13,Hobart,Melbourne,Hobart - Melbourne,159.9,216.32625,,,,,,,,
2013,9,201309,01-Sep-13,Hobart,Sydney,Hobart - Sydney,198,267.8711538,,,,,,,,
2013,9,201309,01-Sep-13,Kalgoorlie,Perth,Kalgoorlie - Perth,440,595.2692308,,,,,,,,
2013,9,201309,01-Sep-13,Karratha,Perth,Karratha - Perth,575,777.9086538,,,,,,,,
2013,9,201309,01-Sep-13,Launceston,Melbourne,Launceston - Melbourne,130,175.875,,,,,,,,
2013,9,201309,01-Sep-13,Launceston,Sydney,Launceston - Sydney,148,200.2269231,,,,,,,,
2013,9,201309,01-Sep-13,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,269.9,365.1435577,,,,,,,,
2013,9,201309,01-Sep-13,Sunshine Coast,Sydney,Sunshine Coast - Sydney,168,227.2846154,,,,,,,,
2013,9,201309,01-Sep-13,Melbourne,Gold Coast,Melbourne - Gold Coast,218,294.9288462,,,,,,,,
2013,9,201309,01-Sep-13,Melbourne,Mildura,Melbourne - Mildura,232.01,313.8827596,,,,,,,,
2013,9,201309,01-Sep-13,Melbourne,Perth,Melbourne - Perth,364.9,493.6675962,,,,,,,,
2013,9,201309,01-Sep-13,Melbourne,Sydney,Melbourne - Sydney,119.9,162.2108654,,,,,,,,
2013,9,201309,01-Sep-13,Melbourne,Newcastle,Melbourne - Newcastle,170,229.9903846,,,,,,,,
2013,9,201309,01-Sep-13,Paraburdoo,Perth,Paraburdoo - Perth,594,803.6134615,,,,,,,,
2013,9,201309,01-Sep-13,Perth,Newman,Perth - Newman,648,876.6692308,,,,,,,,
2013,9,201309,01-Sep-13,Perth,Port Hedland,Perth - Port Hedland,594,803.6134615,,,,,,,,
2013,9,201309,01-Sep-13,Perth,Sydney,Perth - Sydney,648,876.6692308,,,,,,,,
2013,9,201309,01-Sep-13,Port Macquarie,Sydney,Port Macquarie - Sydney,242,327.3980769,,,,,,,,
2013,9,201309,01-Sep-13,Sydney,Tamworth,Sydney - Tamworth,256,346.3384615,,,,,,,,
2013,9,201309,01-Sep-13,Sydney,Townsville,Sydney - Townsville,348,470.8038462,,,,,,,,
2013,9,201309,01-Sep-13,Sydney,Wagga Wagga,Sydney - Wagga Wagga,232.52,314.5727308,,,,,,,,
2013,9,201309,01-Sep-13,Newcastle,Gold Coast,Newcastle - Gold Coast,138,186.6980769,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Brisbane,Adelaide - Brisbane,238,319.528626,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Canberra,Adelaide - Canberra,342,459.1545802,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Darwin,Adelaide - Darwin,368,494.0610687,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Gold Coast,Adelaide - Gold Coast,274,367.860687,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Melbourne,Adelaide - Melbourne,89.9,120.6958969,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Perth,Adelaide - Perth,324,434.9885496,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Port Lincoln,Adelaide - Port Lincoln,219.89,295.2149141,,,,,,,,
2013,10,201310,01-Oct-13,Adelaide,Sydney,Adelaide - Sydney,188,252.4007634,,,,,,,,
2013,10,201310,01-Oct-13,Albury,Sydney,Albury - Sydney,192,257.7709924,,,,,,,,
2013,10,201310,01-Oct-13,Alice Springs,Darwin,Alice Springs - Darwin,638,856.5515267,,,,,,,,
2013,10,201310,01-Oct-13,Armidale,Sydney,Armidale - Sydney,366,491.3759542,,,,,,,,
2013,10,201310,01-Oct-13,Avalon,Brisbane,Avalon - Brisbane,288,386.6564885,,,,,,,,
2013,10,201310,01-Oct-13,Avalon,Sydney,Avalon - Sydney,88,118.1450382,,,,,,,,
2013,10,201310,01-Oct-13,Ayers Rock,Sydney,Ayers Rock - Sydney,628,843.1259542,,,,,,,,
2013,10,201310,01-Oct-13,Ballina,Sydney,Ballina - Sydney,118,158.4217557,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Cairns,Brisbane - Cairns,184,247.0305344,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Canberra,Brisbane - Canberra,274,367.860687,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Darwin,Brisbane - Darwin,398,534.3377863,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Emerald,Brisbane - Emerald,204,273.8816794,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Gladstone,Brisbane - Gladstone,186,249.7156489,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Hamilton Island,Brisbane - Hamilton Island,245,328.9265267,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Mackay,Brisbane - Mackay,160,214.8091603,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Melbourne,Brisbane - Melbourne,134.9,181.1109733,,,,,,,,
2013,10,201310,01-Oct-13,Brisbane,Moranbah,Brisbane - Moranbah,330,443.0438931,,,,,,,,
